departamento|municipio|codigo_municipio
guania|cacahual|94886
guania|pana pana|94887
guania|morichal nuevo|94888
guaviare|san jose del guaviare|95001
guaviare|calamar|95015
guaviare|el retorno|95025
guaviare|miraflores|95200
vaupes|mitu|97001
vaupes|caruru|97161
vaupes|pacoa|97511
vaupes|taraira|97666
vaupes|papunahua|97777
vaupes|yavarate|97889
vichada|puerto carreno|99001
vichada|la primavera|99524
vichada|santa rosalia|99624
vichada|cumaribo|99773
