departamento|municipio|codigo_municipio
amazonas|la chorrera|91405
amazonas|la pedrera|91407
amazonas|la victoria|91430
amazonas|mirití-paraná|91460
amazonas|puerto alegría|91530
amazonas|puerto arica|91536
amazonas|puerto nariño|91540
amazonas|puerto santander|91669
amazonas|tarapacá|91798
guanía|inírida|94001
guanía|barranco minas|94343
guanía|mapiripana|94663
guanía|san felipe|94883
guanía|puerto colombia|94884
guanía|la guadalupe|94885
guanía|cacahual|94886
guanía|pana pana|94887
guanía|morichal nuevo|94888
guaviare|san josé del guaviare|95001
guaviare|calamar|95015
guaviare|el retorno|95025
guaviare|miraflores|95200
vaupés|mitú|97001
vaupés|caruru|97161
vaupés|pacoa|97511
vaupés|taraira|97666
vaupés|papunahua|97777
vaupés|yavaraté|97889
vichada|puerto carreño|99001
vichada|la primavera|99524
vichada|santa rosalía|99624
vichada|cumaribo|99773
